Unnamed: 0,Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Quartile,Government consumption,data,Transfers and subsidies,data.1,Government investment,data.2,Top marginal income tax rate,data.3,Top marginal income and payroll tax rate,data.4,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Legal Rights Adjustment,Legal System & Property Rights,Money growth,data.5,Standard deviation of inflation,data.6,Inflation: Most recent year,data.7, Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),data.8,Mean tariff rate,data.9,Standard deviation of tariff rates,data.10,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting,Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to Trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
,2017,BGD,Bangladesh,6.18,123.0,4.0,9.402941176470588,8.03,9.713896457765669,1.55,7.0,22.48,8.0,30,8.0,30,8.0,6.6365497047508795,8.150677467797426,3.8441020249999998,3.4548621375,5.0921042766666655,4.166666666666667,3.333333333333333,0.941148344436631,2.655015304376565,3.904307086666667,4.728147586666667,0.7619,3.1439820058198733,9.301663444496429,3.491682777517857,9.753467128352277,0.6163321791193055,8.85958596856551,5.70207015717245,0.0,6.978679135353554,5.546666666666667,6.68,7.22,13.9,6.163599999999999,9.591000000000001,6.310088888888888,6.261145671666667,0.0,3.1305728358333336,10.0,5.499794681666667,0.0,7.633169250747123,4.37765464413793,5.954579092215038,5.0,8.652250914760135,10.0,7.8840836382533785,10.0,5.170727173333333,6.504948139166666,10.0,1.3660621301311653,10.0,7.173622907105194,3.943984111666667,2.4444444444444446,9.152982954512899,2.4887812931666664,6.609927230357142,5.123942986502545,4.9606771701083945,6.6727945718223225
,2017,BRD,Barbados,6.45,112.0,3.0,7.747058823529411,13.66,5.945504087193461,15.379999999999999,6.0,29.0,7.0,34,3.0,50,5.0,6.662140391993854,6.270940660543345,6.430163630011942,6.7,6.498498057021576,8.9,,3.8030033291227787,6.569250619211717,,4.8959750123575425,0.881,5.884425093455127,6.43480047085321,17.82599764573395,9.124011348069741,2.189971629825647,9.067963072088006,4.66018463955997,0.0,6.156693722752739,7.859999999999999,3.21,7.859999999999999,10.7,5.6344,10.913999999999998,7.118133333333333,,5.286997016806309,5.286997016806309,10.0,6.842255023061012,0.0,9.403179511789933,5.415144844950315,6.95506879877249,8.0,0.8589999999999998,10.0,6.286333333333334,8.9,,,8.0,5.683031065065583,10.0,8.145757766266396,,6.666666666666666,9.443069421762404,4.353261422948773,4.999638041016064,7.253715015386492,6.543270113556079,6.991787071051937
,2017,BLR,Belarus,6.64,99.0,3.0,5.5852941176470585,21.01,5.498637602179837,17.02,10.0,12.22,10.0,13,5.0,36,7.5,2.03965133387685,6.12471661074075,,4.1,,5.0,5.833333333333334,6.970305125437859,9.943302287521746,,,0.675,5.334362575004067,8.39837096643051,8.008145167847447,7.585089393209995,6.0372765169750116,8.793632549644428,6.03183725177786,5.0,7.444273227321234,8.326666666666666,2.51,8.64,6.8,6.708799999999999,8.228,7.891822222222223,6.151283581666668,9.743788381349262,7.947535981507965,10.0,,0.7692307692307693,1.770010261042811,1.26962051513679,6.777244679716745,2.0,10.0,10.0,7.333333333333333,10.0,,,10.0,7.755176153834103,1.0,7.188794038458526,,6.000000000000001,9.706598980116325,,8.30632599994107,7.937483929922916,7.987602227495078,7.503243199762312
,2017,BEL,Belgium,7.51,40.0,1.0,2.538235294117647,31.37,2.1035422343324264,29.479999999999997,10.0,9.47,2.0,50-55,0.0,67-70,1.0,8.673835767270809,4.863122659144176,7.789708773333333,5.358238220833334,7.881813446666666,10.0,8.333333333333334,5.565037752681858,4.767009986899752,7.634707689166667,6.278735796666667,1.0,7.067620555509068,8.493565257015469,7.532173714922652,9.838562399220809,0.4035940019479798,9.574805827994782,2.12597086002609,10.0,9.476733371057765,9.0,1.5,8.98,5.1,6.6952,8.261999999999999,8.225066666666667,5.897444884166667,9.963313764923093,7.93037932454488,10.0,7.854413985833334,3.8461538461538463,7.743794892062298,6.481454241349827,8.159225058140343,8.0,9.639384116693678,10.0,9.213128038897892,8.9,3.6964360874999995,5.633223851666668,6.0,10,10.0,7.371609989861111,3.460213541666666,8.666666666666668,9.76275378380953,6.469408829833334,7.459800675449809,8.475531600377806,7.382395849633968,7.98904462613099
,2017,BLZ,Belize,6.78,85.0,3.0,6.1382352941176475,19.13,8.431259972149354,6.257275902211874,4.0,37.43,9.0,25,,,9.0,,6.89237381656675,8.027163908463116,3.9,7.385106292497897,6.4,,3.3290655609581936,7.288231811471952,,4.767009986899752,0.775,5.210458940679741,9.453595538753108,2.7320223062344606,9.533029230989406,1.1674269225264817,9.78,1.1,0.0,7.191656192435628,7.073333333333332,4.39,7.68,11.6,4.292800000000001,14.267999999999999,6.348711111111111,4.270246823333333,5.8236894701087305,5.0469681467210314,10.0,7.822641806263269,0.0,6.3056615549650115,4.70943445374276,6.526278427893725,10.0,9.843825529612744,10.0,9.947941843204248,7.766666666666666,4.9707663066666665,7.986614703333333,8.0,6.546424852052466,10.0,7.545078754786522,3.7170012800000003,4.666666666666667,8.258784167637016,6.724503931978228,8.843606641076972,8.352229009231895,6.7604652827651295,8.0844952935853
,2017,BEN,Benin,6.08,129.0,4.0,7.458823529411765,14.64,9.771474636055576,1.3386880856760375,7.0,23.97,4.0,45,3.0,46,3.5,7.547522071192615,7.055564047331991,3.422555923333333,4.203271468750001,4.938925901666667,6.4,,1.0687469743270959,6.614473294104395,5.811307033333334,4.978126685,0.7857,4.178248636300958,7.199559350478251,14.002203247608747,9.58504310498461,1.037392237538473,9.98418583140008,0.0790708429996021,0.0,6.692197071715735,5.84,6.24,7.559999999999999,12.2,7.023199999999999,7.441999999999999,6.807733333333332,4.7307209175,5.155640889185521,4.9431809033427605,10.0,5.217277605833334,0.7692307692307693,1.770010261042811,2.585506212035638,6.084105112177933,10.0,5.463769839984822,5.0,6.8212566133282735,7.766666666666666,5.216242274166666,7.741831143333334,8.0,7.56810749998695,1.0,6.215474597358935,3.7827430175000005,4.222222222222222,9.673520434128285,2.7900339763333344,9.479134062667306,6.973481853691235,6.15352259442373,6.396751268370313
,2017,BTN,Bhutan,6.77,87.0,3.0,4.779411764705882,23.75,9.858310626702997,1.02,7.0,24.67,9.0,25,8.0,26,8.5,4.395125581427223,6.9065695945672205,6.159169673333333,6.7,6.705373923333333,9.3,,7.36535483490421,6.901202526638388,2.460317611694336,7.547393640000001,0.9286,6.405219576751255,8.673922932354765,6.630385338226175,9.39441211596893,1.5139697100776748,9.228350053702567,3.85824973148717,0.0,6.824171275506566,9.673333333333332,0.49,5.539999999999999,22.3,4.202,4.202,6.471777777777777,4.917059724683204,9.501185608331593,7.209122666507398,10.0,3.9421804741666673,0.0,0.33187692394552604,1.424685799370731,6.276396560913977,5.0,9.296414811943674,9.0,7.765471603981225,10.0,2.013098622515439,5.629298853300692,10.0,10,10.0,7.940399579302689,2.542555873336661,4.222222222222222,9.579035987234095,5.7368252276666665,8.471096184486269,9.417115023673867,6.6614750864366306,7.455782089906848
,2017,BOL,Bolivia,6.14,126.0,4.0,5.852941176470587,20.1,8.836512261580381,4.7700000000000005,0.0,62.62,10.0,13,10.0,13,10.0,4.7802874417243535,5.893948175955065,0.23697316666666673,1.3155444466666666,2.580577135,5.0,4.166666666666667,4.491576292299841,6.754125810417803,2.8075198333333335,5.990888701271765,0.881,3.484434629467727,9.80785472565541,-0.960726371722953,8.110444100259496,4.723889749351259,9.435448388905659,2.8227580554717,10.0,9.338436803705141,9.237933285149454,1.1431000722758178,7.640000000000001,11.8,7.120799999999999,7.198,7.999577761716484,4.78282849,3.045000261683657,3.9139143758418284,10.0,4.038498775655871,4.615384615384616,10.0,6.217961130346829,7.032863316976286,8.0,4.8919999999999995,10.0,7.6306666666666665,1.1,2.0181087650000005,5.061771075,8.0,,3.0,3.8359759680000005,1.8289430933333337,2.2222222222222223,8.124075438865596,2.1033048797309193,5.664521697189564,0.0,3.3238445552236056,4.930162396630091
,2017,BIH,Bosnia and Herzegovina,6.69,92.0,3.0,5.71470588235294,20.57,5.637602179836513,16.509999999999998,4.0,32.73,10.0,10,3.0,47,6.5,6.305024502985399,5.631466513034971,2.7161180975,2.0138946175,3.7115234133333335,5.3,,3.7930568099817012,7.837119866297424,4.2515110966666665,5.173087915,0.9286,4.194260435554746,8.766542071145672,6.167289644271645,9.690610727282456,0.7734731817938623,9.766237472538155,1.16881263730923,5.0,8.30584756774157,9.99,0.015,8.740000000000002,6.3,6.824800000000001,7.938,8.518266666666667,5.218641360833334,9.595859387266422,7.4072503740498785,10.0,4.658517042500001,3.076923076923077,8.518174381268526,5.417871500230535,7.8358471352367705,10.0,10.0,10.0,10.0,5.566666666666666,3.6508280041666668,7.353442112500001,10.0,7.505751282062835,10.0,7.346114677566028,2.235225836666667,5.111111111111111,7.213753045664755,3.1498296260000003,7.741898435009969,5.392966821729991,5.140797479363749,7.495637385643259
,2017,BWA,Botswana,7.37,49.0,2.0,3.6764705882352944,27.5,8.814713896457766,4.85,7.0,23.07,9.0,25,9.0,25,9.0,3.3416285158764305,6.366562600113898,5.4454068341666675,5.312002797916667,6.8064081666666665,8.333333333333334,5.833333333333334,3.0722963172342608,7.813293277547565,6.064388751666666,5.566627185000001,0.9524,5.884001028326642,9.358700487965718,3.2064975601714174,8.347613224000256,4.130966939999359,9.338343846463557,3.30828076768221,10.0,9.261164389607384,1.0333333333333337,13.45,8.48,7.6,5.5920000000000005,11.02,5.035111111111111,5.540105501666668,9.392902983763694,7.466504242715181,10.0,6.393007834166666,5.384615384615384,10.0,7.259207739594017,7.4402057733550775,8.0,9.570258459532164,10.0,9.190086153177388,10.0,4.784975846666667,6.355332533333332,10.0,3.7835647336944387,10.0,7.48731218561574,4.22000428,6.666666666666666,8.456903789809838,4.8295478821666675,9.25526063320202,8.654880823862772,7.013877345951326,7.897091894914818
,2017,BRA,Brazil,6.23,120.0,3.0,4.7029411764705875,24.01,5.215258855585832,18.06,4.0,30.46,8.0,28,4.0,44,6.0,8.35394159912511,5.654428326236305,4.7678291800000006,2.8779086475,5.294038454166667,6.666666666666666,3.333333333333333,3.641986010451477,8.20467546100799,4.190087715833333,2.80659,0.9524,4.53207525786647,9.142801376889796,4.285993115551023,9.222141248327286,1.9446468791817861,9.310726433530526,3.44636783234738,10.0,9.418917264686902,8.62,2.07,7.32,13.4,6.1408,9.648000000000001,7.360266666666667,4.0205880008333335,7.865689956166691,5.943138978500013,10.0,5.198825597500001,2.307692307692308,8.186297457323,5.23093845417177,7.133586024834613,5.0,4.898648648648649,5.0,4.966216216216217,2.233333333333333,1.708871325,5.19410491,6.0,7.126625476907652,3.0,4.210489174206831,1.0542063916666666,6.000000000000001,9.272504385179388,2.9068247876666664,4.998733143556224,0.0,4.038711451344824,4.405138947255957
,2017,BRN,Brunei Darussalam,6.62,100.0,3.0,0.0,56.39,,,0.0,87.38,10.0,0,10.0,7,10.0,,3.3333333333333335,5.011490980833333,3.4397870299999997,5.543898741666666,8.333333333333334,8.333333333333334,4.17110352572891,4.80277325762963,6.706653833333332,7.161271571666666,0.7857,5.307858886742098,9.504035711374483,2.4798214431275833,5.592895773760595,11.017760565598515,9.96573769491776,-0.171311525411196,10.0,8.765667295013209,,,9.96,0.2,9.2872,1.7820000000000003,9.6236,5.302151839166665,2.337278106508876,3.8197149728377706,10.0,5.130599737499999,6.153846153846154,4.314400011291851,5.199615300879334,7.1607325684292755,,8.257152516051963,10.0,9.128576258025982,10.0,4.6906443441666665,7.473942438333333,10.0,10,10.0,8.694097797083334,3.845739563333333,8.0,9.811303715717594,5.782012184666666,9.562514542145728,9.411510360439962,7.735513394383879,8.519395816497733
,2017,BGR,Bulgaria,7.54,37.0,1.0,5.7441176470588236,20.47,5.846511721057418,15.743301983719276,8.0,15.41,10.0,10,7.0,34,8.5,7.550416450211371,7.128209163665522,3.4854473675000004,3.3618139225,4.2527524625,8.333333333333334,5.0,5.083931827438681,8.687651899514266,4.39266781,4.903684855,1.0,5.277920386420698,8.795612085038155,6.021939574809232,9.34171979728747,1.645700506781323,9.587128987374944,2.06435506312528,10.0,9.431115217425143,9.0,1.5,8.98,5.1,6.6952,8.261999999999999,8.225066666666667,5.366559028333334,9.839054187171698,7.602806607752516,10.0,5.3015041358333335,6.923076923076923,7.633169250747123,6.619250103219127,8.111780844409576,10.0,10.0,10.0,10.0,5.566666666666666,4.6341230475,6.921380758333333,6.0,9.251725384611369,10.0,7.0623159761852285,3.9581920708333334,6.000000000000001,9.252064854206042,3.5175403356666664,9.330678015033854,4.922175110081961,6.163441730970309,7.7419192357185125
,2017,BFA,Burkina Faso,6.07,130.0,4.0,2.511764705882353,31.46,9.5858310626703,2.02,2.0,46.0,9.0,25,4.0,42,6.5,8.07691479656472,5.734902113023475,4.32870388,4.615358909166668,5.078125,3.333333333333333,5.833333333333334,2.1391951531836493,4.789216240578251,5.981735388333332,4.677293378256193,0.881,4.261122787391308,9.461632852171228,2.6918357391438663,8.504369676155859,3.7390758096103505,9.927750580695848,0.361247096520767,0.0,6.973438277255735,6.513333333333334,5.23,7.559999999999999,12.2,7.023199999999999,7.441999999999999,7.032177777777778,5.268816948333334,3.5899655458487905,4.429391247091062,10.0,5.572018731673456,0.7692307692307693,7.190666685486419,4.510638728796882,6.49305193841643,10.0,8.026940847270124,5.0,7.675646949090042,6.666666666666667,4.4600939749999995,6.412037213333334,6.0,7.942244807681256,10.0,6.913507110446877,3.681592146666666,4.222222222222222,9.115707202476992,3.114515861650693,8.93750991372417,6.973481853691235,6.007504866738663,6.865552975425193
,2017,BDI,Burundi,6.17,124.0,4.0,7.472396944092,14.593850390087196,10.0,0.46637211585665195,7.0,22.47,8.0,30,5.0,38,6.5,3.6268440386067575,6.919848196539752,2.094861268333333,2.9935691758333336,3.376284838333334,1.1,,2.8065187909305744,8.546312702086471,3.36015145,4.6721474333333335,0.9524,3.532604916521217,7.7230924059713,11.384537970143494,8.457420411329345,3.856448971676643,6.78949293939216,16.0525353030392,10.0,8.242501439173202,8.066666666666666,2.9,7.440000000000001,12.8,5.135999999999999,12.16,6.880888888888889,3.6662360033333337,1.1402645129497138,2.4032502581415236,9.088888888888889,3.887162805,1.5384615384615385,10.0,5.141874781153846,5.878725704268287,5.0,0.0,10.0,5.0,10.0,3.659567435,7.405114173333334,8.0,7.755176153834103,10.0,7.8033096270279065,3.4316408633333335,2.4444444444444446,9.759536089053631,3.3049780525,9.758672126705283,7.399436259468024,6.016451305917453,6.27325364431512
,2017,KHM,Cambodia,7.44,43.0,2.0,9.844117647058823,6.53,9.607629427792917,1.94,8.0,19.19,10.0,20,10.0,20,10.0,7.9654533572157815,9.083440086413503,2.60394156,3.171287576666667,4.861155748333333,6.8,,1.8245416814579256,7.547083617577684,3.513947725833333,5.079974333333333,1.0,4.425241530400284,8.267707873569009,8.66146063215496,9.625593404736122,0.9360164881596951,9.42181506157884,2.8909246921058,10.0,9.328779084970993,8.713333333333335,1.93,7.78,11.1,6.4479999999999995,8.88,7.647111111111112,5.308553775,3.9881936624881917,4.648373718744096,10.0,5.776210625833333,5.384615384615384,10.0,7.053608670149572,7.337273375001195,,10.0,9.0,9.5,6.666666666666667,5.3255975241666675,5.784477789999999,10.0,6.299740912913362,5.0,6.512747148957783,4.153313239166667,4.222222222222222,6.082630092401916,3.2452686631666667,4.994027676765056,8.060786521068827,5.126374735798559,7.046373961585448
,2017,CMR,Cameroon,5.84,140.0,4.0,7.723529411764706,13.74,9.567100156057633,2.0887424272684907,7.0,20.54,5.0,39,4.0,43,4.5,5.93619760766434,6.945365435097335,3.366377354166667,4.056301017916667,5.158389011666666,5.0,3.333333333333333,2.168525641478248,3.4691617630871323,5.312779347499999,4.319142898333333,0.5909,3.198063449645955,9.863885461143212,0.680572694283943,9.547023528098567,1.1324411797535856,9.871918170023603,0.640409149881981,0.0,7.320706789816345,3.84,9.24,6.36,18.2,6.2871999999999995,9.282,5.495733333333333,5.052863160833333,0.0,2.5264315804166664,10.0,5.694581269999999,1.5384615384615385,0.5531282065758782,2.5953903383458052,5.154388813023951,5.0,6.499665196019768,10.0,7.1665550653399235,7.2333333333333325,4.918951789166666,6.822655200833333,8.0,7.006901538445476,10.0,7.330306976963134,4.055732488333333,3.333333333333333,9.26759623913157,2.9363354845000007,8.693366781158474,3.0053802840864097,5.215290768423854,6.570717603575638
